CompanyID,CompanyName,Industry,Region,Revenue,Calculated_Profit,ESG_Overall,Sustainability_Status,CarbonEmissions,Carbon_Intensity
3,Company_3,Transportation,"Latin America",282.4,18.355999999999998,27.9,"High Risk / Laggard",192824.3,682.8055949008499
3,Company_3,Transportation,"Latin America",300.2,9.306199999999999,28.2,"High Risk / Laggard",205699.6,685.2085276482345
3,Company_3,Transportation,"Latin America",322.6,16.4526,29.8,"High Risk / Laggard",212286.3,658.0480471171729
3,Company_3,Transportation,"Latin America",337.9,9.1233,30.8,"High Risk / Laggard",218171.7,645.6694288250962
3,Company_3,Transportation,"Latin America",348.4,15.677999999999999,31.6,"High Risk / Laggard",223833,642.4598163031
3,Company_3,Transportation,"Latin America",389.6,27.6616,31.3,"High Risk / Laggard",249794.5,641.1563141683778
3,Company_3,Transportation,"Latin America",415.2,33.6312,32.3,"High Risk / Laggard",263632.1,634.9520712909441
3,Company_3,Transportation,"Latin America",438,45.114000000000004,32.1,"High Risk / Laggard",272361.8,621.8305936073059
3,Company_3,Transportation,"Latin America",479.8,55.6568,34.3,"High Risk / Laggard",296242,617.4280950395998
4,Company_4,Technology,Africa,5036.7,1067.7803999999999,54.2,Average_Performer,130146.6,25.839656918220264
4,Company_4,Technology,Africa,5192.5,1303.3175,54.6,Average_Performer,131888.8,25.39986519017814
4,Company_4,Technology,Africa,5497.1,1286.3214,55.9,Average_Performer,137428.2,25.000127339870115
4,Company_4,Technology,Africa,5978.5,1560.3885,55.6,Average_Performer,150000,25.089905494689305
4,Company_4,Technology,Africa,6529.4,1841.2907999999998,56,Average_Performer,163234.8,24.99996936931418
4,Company_4,Technology,Africa,6123.5,1873.791,58.4,Average_Performer,153087.8,25.000048991589775
4,Company_4,Technology,Africa,5784.3,1700.5842,60,Average_Performer,144607.6,25.000017288176615
4,Company_4,Technology,Africa,5711.3,1490.6493,60.5,Average_Performer,142781.6,24.999842417663228
4,Company_4,Technology,Africa,5844.2,1548.713,62.6,Average_Performer,146104.4,24.999897334109033
4,Company_4,Technology,Africa,6555.1,1704.3260000000002,63.5,Average_Performer,163877.9,25.000061021189605
4,Company_4,Technology,Africa,7675.6,1757.7124,64.1,Average_Performer,191891.1,25.000143311272083
5,Company_5,Finance,"Middle East",2720.9,438.0649,43.5,Average_Performer,37894.7,13.92726671321989
5,Company_5,Finance,"Middle East",2647.4,465.9424000000001,42.5,Average_Performer,36048.3,13.616491652187053
5,Company_5,Finance,"Middle East",2553.4,508.1266,44.3,Average_Performer,34565.5,13.53704864102765
5,Company_5,Finance,"Middle East",2758.9,623.5114000000001,45.4,Average_Performer,36945.9,13.391532857298198
5,Company_5,Finance,"Middle East",2746.9,585.0897,46,Average_Performer,36325.1,13.224034366012596
5,Company_5,Finance,"Middle East",3243,625.899,46.8,Average_Performer,43534.1,13.424020968239285
5,Company_5,Finance,"Middle East",3120.1,602.1793,47.5,Average_Performer,40596.3,13.011217589179836
5,Company_5,Finance,"Middle East",3094.2,621.9342,47.6,Average_Performer,40314,13.028892767112664
5,Company_5,Finance,"Middle East",3281.7,718.6922999999998,45.9,Average_Performer,43628.2,13.294390102690679
5,Company_5,Finance,"Middle East",3282.1,738.4725,47.4,Average_Performer,41818.8,12.741476493708298
5,Company_5,Finance,"Middle East",3162.1,708.3104,48,Average_Performer,39561.3,12.511084405932767
6,Company_6,Transportation,Oceania,2339.1,18.7128,69.1,"High Risk / Laggard",1125550.2,481.1894318327562
6,Company_6,Transportation,Oceania,2574.5,-25.745,68.4,Average_Performer,1246956.8,484.3491163332686
6,Company_6,Transportation,Oceania,2508.9,-100.35600000000001,68.7,Average_Performer,1171117,466.78504523894935
6,Company_6,Transportation,Oceania,2472.4,-202.7368,66.9,Average_Performer,1157116.5,468.013468694386
6,Company_6,Transportation,Oceania,2598.8,-220.89800000000002,68.7,Average_Performer,1191171.2,458.354317377251
6,Company_6,Transportation,Oceania,2563.3,-292.2162,70.5,ESG_Leader,1156823.6,451.30246167050285
6,Company_6,Transportation,Oceania,2466.6,-209.661,70.8,ESG_Leader,1110593.7,450.25285818535633
6,Company_6,Transportation,Oceania,2747.5,-217.0525,72.5,ESG_Leader,1188684.3,432.6421474067334
6,Company_6,Transportation,Oceania,3009.5,-294.931,71.7,ESG_Leader,1305812.3,433.8967602591793
6,Company_6,Transportation,Oceania,3095.6,-266.22159999999997,69.5,"High Risk / Laggard",1420617.4,458.9150407029332
6,Company_6,Transportation,Oceania,3297,-329.70000000000005,73.1,ESG_Leader,1428863.2,433.38283287837424
7,Company_7,Healthcare,Oceania,4664.1,289.17420000000004,53,Average_Performer,316163.3,67.78656118007761
7,Company_7,Healthcare,Oceania,5080.6,457.254,52.4,Average_Performer,351094.3,69.10488918631657
7,Company_7,Healthcare,Oceania,5192,332.288,53.9,Average_Performer,340222.4,65.52819722650231
7,Company_7,Healthcare,Oceania,5320.5,228.7815,53.4,Average_Performer,349079,65.61018701249883
7,Company_7,Healthcare,Oceania,5421.6,70.48080000000002,54.4,Average_Performer,352693.8,65.05345285524568
7,Company_7,Healthcare,Oceania,6225.1,217.87850000000003,53.9,Average_Performer,406012.5,65.221843825802
7,Company_7,Healthcare,Oceania,6470.9,-148.83069999999998,53.3,Average_Performer,423188.3,65.3986771546462
7,Company_7,Healthcare,Oceania,6387.4,-140.52280000000002,53.9,Average_Performer,404596.4,63.34289382221249
7,Company_7,Healthcare,Oceania,6014.8,-102.25160000000001,53.7,Average_Performer,378353.9,62.903820575912754
7,Company_7,Healthcare,Oceania,6084.6,-219.04560000000004,55.8,Average_Performer,381475.3,62.695214147191265
7,Company_7,Healthcare,Oceania,6444.2,6.4442,58.4,Average_Performer,378090.2,58.671394432202604
8,Company_8,Healthcare,Europe,7090.7,751.6142,74.4,ESG_Leader,506391,71.41622124754961
8,Company_8,Healthcare,Europe,7395.2,769.1008,75.5,ESG_Leader,528938.5,71.52456999134574
8,Company_8,Healthcare,Europe,7077.8,757.3246,76.8,ESG_Leader,493832.6,69.77204781146683
8,Company_8,Healthcare,Europe,6957.5,570.5149999999999,76.6,ESG_Leader,496422.5,71.3507006827165
8,Company_8,Healthcare,Europe,6690.8,649.0075999999999,77,ESG_Leader,488275.3,72.97711783344293
8,Company_8,Healthcare,Europe,6751.9,587.4152999999999,78.5,ESG_Leader,478492.5,70.8678297960574
8,Company_8,Healthcare,Europe,6397.5,646.1474999999999,78.2,ESG_Leader,435991,68.15021492770613
8,Company_8,Healthcare,Europe,6583.8,678.1314000000001,79.6,ESG_Leader,443275.8,67.328260275221
8,Company_8,Healthcare,Europe,6810.4,755.9544,79.6,ESG_Leader,457696.4,67.20550922119112
8,Company_8,Healthcare,Europe,7168.5,982.0844999999998,81.4,ESG_Leader,468000.4,65.28568040733767
8,Company_8,Healthcare,Europe,7117.1,612.0706,81.6,ESG_Leader,469707.3,65.99700720799201
9,Company_9,Technology,"North America",1490.2,177.33380000000002,59.8,Average_Performer,69681.3,46.75969668500873
9,Company_9,Technology,"North America",1761.8,170.89459999999997,58.8,Average_Performer,82263.8,46.69304120785561
9,Company_9,Technology,"North America",2085,319.005,60.2,Average_Performer,97986.2,46.9957793764988
9,Company_9,Technology,"North America",2575.4,363.1314,63.5,Average_Performer,117733.8,45.71476275530015
9,Company_9,Technology,"North America",3208.8,359.3856,63.3,Average_Performer,147097.1,45.84177885814012
9,Company_9,Technology,"North America",3584.9,362.07489999999996,63.1,Average_Performer,165277.3,46.10374069011687
9,Company_9,Technology,"North America",4399.8,373.98300000000006,63.8,Average_Performer,202835.4,46.10105004772944
9,Company_9,Technology,"North America",4673,313.091,65.3,Average_Performer,209222.4,44.77260860261074
9,Company_9,Technology,"North America",5102.1,224.49240000000003,63.3,Average_Performer,225770.9,44.250583093236116
9,Company_9,Technology,"North America",5853.9,368.79569999999995,63.2,Average_Performer,257772.5,44.03431900100788
9,Company_9,Technology,"North America",6764,304.38,63.5,Average_Performer,291193.2,43.05044352454169
10,Company_10,Technology,"Latin America",48720,5797.68,62.2,Average_Performer,1530517.6,31.414564860426932
10,Company_10,Technology,"Latin America",56121.2,5275.3928,64.8,Average_Performer,1803672,32.13887087232632
10,Company_10,Technology,"Latin America",60556.9,5207.8934,65,Average_Performer,1955375.5,32.28988769240169
10,Company_10,Technology,"Latin America",65683.3,7225.1630000000005,65.1,Average_Performer,2109725.6,32.11966512035784
10,Company_10,Technology,"Latin America",72498.6,7974.8460000000005,64.2,Average_Performer,2374857.6,32.757289106272395
10,Company_10,Technology,"Latin America",79033.4,10669.509,65.8,Average_Performer,2492114.3,31.532419205044956
10,Company_10,Technology,"Latin America",79619.8,9554.376,67,Average_Performer,2497067.9,31.36239854910462
10,Company_10,Technology,"Latin America",93510.8,13465.555200000003,67.1,Average_Performer,2998092.6,32.06145814173336
10,Company_10,Technology,"Latin America",108029.1,18689.034300000003,67.4,Average_Performer,3476430.3,32.180498587880486
10,Company_10,Technology,"Latin America",117939.2,17572.9408,68.6,Average_Performer,3864217,32.76448373399175
10,Company_10,Technology,"Latin America",104787.3,17918.6283,69.6,"High Risk / Laggard",3319085.3,31.67449967696467
11,Company_11,Energy,Europe,1102.8,121.30799999999999,59.5,Average_Performer,978737.8,887.5025389916577
11,Company_11,Energy,Europe,833.7,65.8623,60.1,Average_Performer,733816.9,880.1929950821639
11,Company_11,Energy,Europe,621.3,67.10040000000001,58.6,Average_Performer,550492.2,886.0328343795268
11,Company_11,Energy,Europe,571.5,34.29,61.2,Average_Performer,481346.8,842.2516185476816
11,Company_11,Energy,Europe,507.9,-8.1264,64.3,Average_Performer,405962.7,799.2965150620201
11,Company_11,Energy,Europe,404.5,-6.8765,64.8,Average_Performer,310497.4,767.6079110012362
11,Company_11,Energy,Europe,356.4,3.2076000000000002,64.4,Average_Performer,267955.8,751.8400673400673
11,Company_11,Energy,Europe,295.3,1.7718,66.2,Average_Performer,217375.8,736.1185235353877
11,Company_11,Energy,Europe,266.7,9.8679,67.7,Average_Performer,191370.2,717.5485564304463
11,Company_11,Energy,Europe,194.5,11.280999999999999,69.2,"High Risk / Laggard",137628.4,707.6010282776349
11,Company_11,Energy,Europe,170.6,8.0182,70.3,ESG_Leader,119639.5,701.2866354044548
12,Company_12,Finance,Asia,3081.4,289.65160000000003,52.8,Average_Performer,34963.6,11.346660608814174
12,Company_12,Finance,Asia,3202,345.81600000000003,54.1,Average_Performer,35841.1,11.193347907557776
12,Company_12,Finance,Asia,3731.1,376.8411,51.9,Average_Performer,42998.9,11.524456594569967
12,Company_12,Finance,Asia,3934.3,373.7585,50.8,Average_Performer,45675.8,11.609638309229087
12,Company_12,Finance,Asia,3908.6,386.95140000000004,51.1,Average_Performer,46001.9,11.769405925395283
12,Company_12,Finance,Asia,3655.5,533.703,51.8,Average_Performer,43190.8,11.815292025714678
12,Company_12,Finance,Asia,3718.8,725.166,52.1,Average_Performer,43956.7,11.820130149510593
12,Company_12,Finance,Asia,3533.5,653.6975,53.2,Average_Performer,41437.8,11.727126078958541
12,Company_12,Finance,Asia,3302.9,640.7625999999999,54.5,Average_Performer,38923.6,11.784674074298342
12,Company_12,Finance,Asia,3517.8,622.6506,54.6,Average_Performer,40801.4,11.598555915629086
12,Company_12,Finance,Asia,3577.8,658.3152,53.6,Average_Performer,41848.9,11.696824864441835
13,Company_13,"Consumer Goods",Asia,497.7,49.2723,44.6,Average_Performer,63581.8,127.75125577657224
13,Company_13,"Consumer Goods",Asia,568.6,59.703,46.9,Average_Performer,70541,124.06085121350685
13,Company_13,"Consumer Goods",Asia,690.7,91.17240000000001,47.2,Average_Performer,83465.7,120.84218908353843
13,Company_13,"Consumer Goods",Asia,739.2,104.9664,48.8,Average_Performer,88238.5,119.37026515151514
13,Company_13,"Consumer Goods",Asia,833.5,95.8525,51.1,Average_Performer,96578.4,115.87090581883622
13,Company_13,"Consumer Goods",Asia,954,102.078,52.3,Average_Performer,109460.7,114.73867924528301
13,Company_13,"Consumer Goods",Asia,1086,106.428,53,Average_Performer,122495.9,112.79548802946593
13,Company_13,"Consumer Goods",Asia,1067.8,124.9326,54.6,Average_Performer,120619.7,112.96094774302304
13,Company_13,"Consumer Goods",Asia,1194.6,126.62759999999999,55.6,Average_Performer,126979.9,106.29491043026955
13,Company_13,"Consumer Goods",Asia,1402.8,176.7528,55.2,Average_Performer,146186.4,104.2104362703165
13,Company_13,"Consumer Goods",Asia,1671.6,232.35240000000002,56.1,Average_Performer,172327.4,103.09128978224456
14,Company_14,Transportation,"Middle East",774.9,48.0438,38.5,"High Risk / Laggard",490364.3,632.8097819073429
14,Company_14,Transportation,"Middle East",865.3,33.7467,40,Average_Performer,541578,625.8846642782851
14,Company_14,Transportation,"Middle East",917.5,68.8125,39.5,"High Risk / Laggard",567519.6,618.5499727520436
14,Company_14,Transportation,"Middle East",956.1,53.541599999999995,40.3,Average_Performer,587497.8,614.4731722623156
14,Company_14,Transportation,"Middle East",986.3,8.876700000000001,42,Average_Performer,603338.6,611.7191523877117
14,Company_14,Transportation,"Middle East",1013.5,34.459,41.3,Average_Performer,625021.9,616.6964972866305
14,Company_14,Transportation,"Middle East",1081.7,5.4085,42.9,Average_Performer,657776.8,608.0954053804197
14,Company_14,Transportation,"Middle East",1158.1,-1.1581,42.7,Average_Performer,700213.7,604.6228304982299
14,Company_14,Transportation,"Middle East",1404.4,21.066,42.9,Average_Performer,849092.3,604.594346340074
14,Company_14,Transportation,"Middle East",1408.8,84.52799999999999,44.8,Average_Performer,841594.3,597.3838018171494
14,Company_14,Transportation,"Middle East",1623.4,76.2998,46.1,Average_Performer,961413.8,592.2223727978317
15,Company_15,Healthcare,Oceania,5737.2,1359.7163999999998,51,Average_Performer,384081.3,66.94577494248065
15,Company_15,Healthcare,Oceania,5724.4,1436.8244,50.6,Average_Performer,381278.5,66.60584515407729
15,Company_15,Healthcare,Oceania,6468.8,1546.0432,52.6,Average_Performer,412080.4,63.7027578530794
15,Company_15,Healthcare,Oceania,6947.3,1966.0859000000003,54.2,Average_Performer,439374.6,63.243936493313946
15,Company_15,Healthcare,Oceania,6699.5,2143.84,55.6,Average_Performer,406070.7,60.61209045451153
15,Company_15,Healthcare,Oceania,7409.3,2319.1109,56.9,Average_Performer,438267.5,59.15099941964828
15,Company_15,Healthcare,Oceania,6442.6,2203.3692,56.6,Average_Performer,392268.1,60.88661409989755
15,Company_15,Healthcare,Oceania,7357.3,2288.1203,57.1,Average_Performer,447629.5,60.841545132045724
15,Company_15,Healthcare,Oceania,8220.8,2564.8896,57.6,Average_Performer,509178.2,61.93779194239004
15,Company_15,Healthcare,Oceania,9291,2582.898,57.6,Average_Performer,573492.9,61.7256377139167
15,Company_15,Healthcare,Oceania,11489.1,3297.3716999999997,58.6,Average_Performer,694213.6,60.423671131768366
16,Company_16,Energy,Europe,1160.6,189.1778,47.2,Average_Performer,1012659.6,872.5311046010685
16,Company_16,Energy,Europe,1213.5,173.53050000000002,46.9,Average_Performer,1057599.4,871.5281417387721
16,Company_16,Energy,Europe,1248.2,177.24439999999998,47.5,Average_Performer,1075823.2,861.8996955616086
16,Company_16,Energy,Europe,1320.2,228.39460000000003,50.1,Average_Performer,1126052.2,852.9406150583244
16,Company_16,Energy,Europe,1268.4,191.5284,50.8,Average_Performer,1058730.8,834.6978871018606
16,Company_16,Energy,Europe,1265.3,210.0398,51.4,Average_Performer,1061247.1,838.7316051529283
16,Company_16,Energy,Europe,1387.7,202.6042,52.6,Average_Performer,1135154.7,818.011601931253
16,Company_16,Energy,Europe,1283.2,263.056,56.8,Average_Performer,1004250.2,782.6139339152119
16,Company_16,Energy,Europe,1119,327.86699999999996,57.7,Average_Performer,886537.9,792.2590705987488
16,Company_16,Energy,Europe,1219.4,548.73,57.7,Average_Performer,956950.4,784.7715269804821
16,Company_16,Energy,Europe,1249.8,461.1762,59.8,Average_Performer,943634.4,755.0283245319251
17,Company_17,Utilities,Oceania,3577.1,454.2917,62.9,Average_Performer,2314884,647.1398618993039
17,Company_17,Utilities,Oceania,3460.1,449.813,63.8,Average_Performer,2207551.8,638.0023120719054
17,Company_17,Utilities,Oceania,3855.5,470.371,64.7,Average_Performer,2416031.1,626.6453378290754
17,Company_17,Utilities,Oceania,3910.5,524.0070000000001,65.2,Average_Performer,2448835.7,626.2206111750417
17,Company_17,Utilities,Oceania,4023.2,691.9903999999999,65.8,Average_Performer,2478297.7,616.0016156293499
17,Company_17,Utilities,Oceania,4324.4,726.4992,66.3,Average_Performer,2717984.9,628.5230089723431
17,Company_17,Utilities,Oceania,4158.1,727.6675,67.5,Average_Performer,2548603.1,612.9249176306486
17,Company_17,Utilities,Oceania,3932.8,672.5088000000001,67.9,Average_Performer,2392036,608.2272172497966
17,Company_17,Utilities,Oceania,4066.6,630.323,67.7,Average_Performer,2484365.5,610.9195642551517
17,Company_17,Utilities,Oceania,4012.2,629.9154,67.4,Average_Performer,2398691,597.8493096057026
17,Company_17,Utilities,Oceania,4630.8,847.4364,68.1,Average_Performer,2763980.6,596.8689211367366
18,Company_18,Energy,Europe,7905.8,577.1234,68.6,Average_Performer,6022569,761.7912165751726
18,Company_18,Energy,Europe,7833.6,141.00480000000002,67.9,Average_Performer,5832359.2,744.5311478758169
18,Company_18,Energy,Europe,8556.8,205.36319999999998,68.2,Average_Performer,6409746.9,749.0822386873599
18,Company_18,Energy,Europe,9566.1,-95.661,69.8,"High Risk / Laggard",7028856.5,734.7671987539331
18,Company_18,Energy,Europe,10444.4,93.9996,70.1,ESG_Leader,7711241.8,738.3135268660718
18,Company_18,Energy,Europe,11604.7,580.235,72,ESG_Leader,8598140.2,740.9187829069256
18,Company_18,Energy,Europe,12463.7,361.4473,70.9,ESG_Leader,9415470.5,755.4314128228375
18,Company_18,Energy,Europe,12305.5,24.611,73.3,ESG_Leader,9069726.1,737.0465320385193
18,Company_18,Energy,Europe,11839.6,745.8948,74,ESG_Leader,8496541.5,717.6375468765837
18,Company_18,Energy,Europe,13785.1,2081.5501,74.9,ESG_Leader,9745915.4,706.9890969234899
18,Company_18,Energy,Europe,14675.7,1819.7868,75.6,ESG_Leader,10126534.1,690.0205169089038
19,Company_19,Technology,"Latin America",69314.3,10327.8307,48.7,Average_Performer,1931859.7,27.87101218651851
19,Company_19,Technology,"Latin America",71999.1,12023.849699999999,48.9,Average_Performer,2004620,27.842292473100358
19,Company_19,Technology,"Latin America",72920.6,9333.836800000001,49.9,Average_Performer,2033473.4,27.8861309424223
19,Company_19,Technology,"Latin America",80546.7,7329.749699999999,51.2,Average_Performer,2168207.9,26.918643470185618
19,Company_19,Technology,"Latin America",92918.5,6225.539500000001,51,Average_Performer,2551607.4,27.46070373499357
19,Company_19,Technology,"Latin America",98400.8,7872.064,52,Average_Performer,2738517.5,27.830236136291575
19,Company_19,Technology,"Latin America",122196.4,6476.409199999999,52.9,Average_Performer,3524270.2,28.841031323345046
19,Company_19,Technology,"Latin America",125147.1,5881.9137,54.6,Average_Performer,3657244.2,29.223563310695972
19,Company_19,Technology,"Latin America",143507.8,2583.1404,56.1,Average_Performer,4101768.5,28.58219901636009
19,Company_19,Technology,"Latin America",154868.9,5885.0181999999995,55.2,Average_Performer,4514092.8,29.147832779854443
19,Company_19,Technology,"Latin America",180810.4,1265.6727999999998,57.1,Average_Performer,5078874.7,28.089505360311133
20,Company_20,Technology,"North America",4449.5,956.6425,59.6,Average_Performer,116153.9,26.10493313855489
20,Company_20,Technology,"North America",5171.8,1106.7652,61.5,Average_Performer,132261.8,25.57364940639622
20,Company_20,Technology,"North America",4773.2,1040.5575999999999,61.1,Average_Performer,123996.5,25.977646023631944
20,Company_20,Technology,"North America",5284.2,1136.1029999999998,62,Average_Performer,138073.3,26.129461413269745
20,Company_20,Technology,"North America",5526.3,1287.6279000000002,62.1,Average_Performer,145797.7,26.382516330999042
20,Company_20,Technology,"North America",6024.2,1289.1788,61.9,Average_Performer,158387.9,26.29193917864613
20,Company_20,Technology,"North America",6606.7,1545.9678,61.9,Average_Performer,170326.4,25.780858825132064
20,Company_20,Technology,"North America",6865.1,1235.718,63.1,Average_Performer,171627.8,25.00004369929061
20,Company_20,Technology,"North America",7487,1729.497,63.4,Average_Performer,187175.5,25.000066782422866
20,Company_20,Technology,"North America",7317.2,1463.44,65,Average_Performer,182931.2,25.000163997157387
20,Company_20,Technology,"North America",8581.5,1544.6699999999998,65.8,Average_Performer,214537.3,24.999976694051156
21,Company_21,Energy,Asia,2021.8,200.1582,30.6,"High Risk / Laggard",2116341.2,1046.7609061232565
21,Company_21,Energy,Asia,1931.1,224.00759999999997,30.4,"High Risk / Laggard",2001281.6,1036.3428097975248
21,Company_21,Energy,Asia,1932.6,297.62039999999996,31.8,"High Risk / Laggard",1973532.2,1021.1798613267101
21,Company_21,Energy,Asia,2025.9,577.3815,33.4,"High Risk / Laggard",2045814.9,1009.8301495631571
21,Company_21,Energy,Asia,2035.1,645.1267,33.7,"High Risk / Laggard",2027301.6,996.1680507100389
21,Company_21,Energy,Asia,2120.5,538.607,33.6,"High Risk / Laggard",2111070.1,995.5529827870786
21,Company_21,Energy,Asia,1854.6,337.5372,34.4,"High Risk / Laggard",1876502.7,1011.8099320608218
21,Company_21,Energy,Asia,1652.2,274.26520000000005,35.7,"High Risk / Laggard",1660624.1,1005.0987168623653
21,Company_21,Energy,Asia,1721.3,199.67079999999999,36.6,"High Risk / Laggard",1708731.8,992.6984256085517
21,Company_21,Energy,Asia,1229.6,165.996,36.8,"High Risk / Laggard",1227098.8,997.965842550423
21,Company_21,Energy,Asia,1100.4,182.66640000000004,37,"High Risk / Laggard",1079769.8,981.2520901490367
22,Company_22,Manufacturing,"Latin America",518.6,40.9694,51.5,Average_Performer,112808.1,217.52429618202854
22,Company_22,Manufacturing,"Latin America",549.7,56.0694,52.2,Average_Performer,115138.3,209.45661269783517
22,Company_22,Manufacturing,"Latin America",584.8,71.34559999999999,53,Average_Performer,119074.9,203.61645006839944
22,Company_22,Manufacturing,"Latin America",635.1,95.9001,53.5,Average_Performer,128616.3,202.51346244685877
22,Company_22,Manufacturing,"Latin America",684.2,95.10380000000002,52.5,Average_Performer,140901.6,205.9362759427068
22,Company_22,Manufacturing,"Latin America",736.2,117.0558,53.1,Average_Performer,152818.6,207.5775604455311
22,Company_22,Manufacturing,"Latin America",815.7,154.983,52.7,Average_Performer,170485.9,209.00563932818437
22,Company_22,Manufacturing,"Latin America",805.9,141.0325,56.1,Average_Performer,161238.9,200.07308599081773
22,Company_22,Manufacturing,"Latin America",921.1,108.6898,59.2,Average_Performer,173937.9,188.83715123222234
22,Company_22,Manufacturing,"Latin America",953.8,85.842,59.5,Average_Performer,178970.8,187.63975676242399
22,Company_22,Manufacturing,"Latin America",1009.7,119.14460000000001,60.1,Average_Performer,183334.3,181.5730414974745
23,Company_23,Healthcare,Asia,1042,123.998,50.7,Average_Performer,88010.6,84.46314779270634
23,Company_23,Healthcare,Asia,1052.2,208.33560000000003,53.3,Average_Performer,86601,82.30469492491922
23,Company_23,Healthcare,Asia,1032,157.896,56,Average_Performer,83925.2,81.32286821705426
23,Company_23,Healthcare,Asia,1021.4,188.959,56.6,Average_Performer,84098.3,82.3363031133738
23,Company_23,Healthcare,Asia,1095.2,225.61120000000003,56.5,Average_Performer,90060.4,82.23192111029948
23,Company_23,Healthcare,Asia,1042.5,225.18000000000004,56.9,Average_Performer,86072.5,82.56354916067146
23,Company_23,Healthcare,Asia,1085.5,248.57949999999997,57.2,Average_Performer,88851.5,81.8530631045601
23,Company_23,Healthcare,Asia,1095.5,278.257,58.9,Average_Performer,88855,81.10908261068005
23,Company_23,Healthcare,Asia,1139.3,266.59619999999995,60.9,Average_Performer,90654,79.56991134907399
23,Company_23,Healthcare,Asia,1080.1,282.9862,62.3,Average_Performer,85439.4,79.10323118229793
23,Company_23,Healthcare,Asia,924.5,231.125,64.6,Average_Performer,71201.3,77.01600865332612
24,Company_24,Technology,"Middle East",11781.5,2262.0480000000002,49.8,Average_Performer,359647,30.526418537537666
24,Company_24,Technology,"Middle East",11745.1,2396.0004,49.7,Average_Performer,356269.3,30.333441179726012
24,Company_24,Technology,"Middle East",12904.6,2438.9694,50.9,Average_Performer,388660.6,30.117988934178506
24,Company_24,Technology,"Middle East",13566.6,2672.6202,51.3,Average_Performer,395692.2,29.16664455353589
24,Company_24,Technology,"Middle East",13010.4,2367.8928,51.7,Average_Performer,386946.2,29.741299268277686
24,Company_24,Technology,"Middle East",13503.1,2457.5642,52.7,Average_Performer,393204.2,29.119550325480816
24,Company_24,Technology,"Middle East",14899.5,2726.6085,55.4,Average_Performer,427041.5,28.661465149837245
24,Company_24,Technology,"Middle East",15017.5,3529.1124999999997,55.8,Average_Performer,443042,29.50171466622274
24,Company_24,Technology,"Middle East",15013.1,3287.8688999999995,56.8,Average_Performer,436094,29.047565126456227
24,Company_24,Technology,"Middle East",16637.7,4575.3675,56.6,Average_Performer,483961.6,29.0882513809
24,Company_24,Technology,"Middle East",16884.5,5436.809,56.7,Average_Performer,475072.2,28.136586810388227
25,Company_25,Utilities,"Middle East",698.2,70.5182,36.9,"High Risk / Laggard",594511.5,851.4916929246633
25,Company_25,Utilities,"Middle East",646.6,68.53960000000001,38,"High Risk / Laggard",547141.1,846.1817197649242
